movieid|Title|Year|Rated|Released|Runtime|Director|Writer|Actors|Poster|imdbRating|imdbVotes|imdbID|Action|Adventure|Animation|Biography|Comedy|Crime|Documentary|Drama|Family|Fantasy|History|Horror|Mystery|Romance|Sci-Fi|Thriller|War|Western
264|Recoil|2011|R|40603|1 h 34 min|Terry Miles|John Sullivan|Steve Austin, Serinda Swan, Danny Trejo, Keith Jardine|http://ia.media-imdb.com/images/M/MV5BMjMwNjEzMjU3OF5BMl5BanBnXkFtZTcwNDk4OTk0Nw@@._V1_SX300.jpg|4.9|2853|tt1839591|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
265|Resident Evil: Afterlife|2010|R|40431|1 h 37 min|Paul W.S. Anderson|Paul W.S. Anderson|Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates|http://ia.media-imdb.com/images/M/MV5BMTkxNzM3OTg5OF5BMl5BanBnXkFtZTcwMDA5MDA2Mw@@._V1_SX300.jpg|5.8|92364|tt1220634|1|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
266|Resident Evil: Extinction|2007|R|39346|1 h 34 min|Russell Mulcahy|Paul W.S. Anderson|Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen|http://ia.media-imdb.com/images/M/MV5BMjA0NzIwMDI2MF5BMl5BanBnXkFtZTcwNzE1NTg0MQ@@._V1_SX300.jpg|6.2|104892|tt0432021|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0
267|Rio|2011|G|40641|1 h 36 min|Carlos Saldanha|Carlos Saldanha, Earl Richey Jones|Jesse Eisenberg, Anne Hathaway, George Lopez, Karen Disher|http://ia.media-imdb.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg|6.9|93364|tt1436562|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
268|Robin Hood|2010|PG-13|40312|2 h 20 min|Ridley Scott|Brian Helgeland, Brian Helgeland|Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow|http://ia.media-imdb.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg|6.7|140739|tt0955308|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
269|Rogue|2007|R|39394|1 h 39 min|Greg Mclean|Greg Mclean|Michael Vartan, Radha Mitchell, Sam Worthington, Caroline Brazier|http://ia.media-imdb.com/images/M/MV5BMTYxNzAxNDU3Ml5BMl5BanBnXkFtZTcwMDU0ODg2MQ@@._V1_SX300.jpg|6.2|15164|tt0479528|1|1|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0
270|Roll Bounce|2005|PG-13|38618|1 h 52 min|Malcolm D. Lee|Norman Vance Jr.|Bow Wow, Nick Cannon, Meagan Good, Chi McBride|http://ia.media-imdb.com/images/M/MV5BMTI2NTA4NjIwNl5BMl5BanBnXkFtZTYwNDQ3MzI3._V1_SX300.jpg|5.4|4260|tt0403455|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
271|Ruby Sparks|2012|R|41158|1 h 44 min|Jonathan Dayton, Valerie Faris|Zoe Kazan|Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas|http://ia.media-imdb.com/images/M/MV5BMjE2OTM5OTUyOF5BMl5BanBnXkFtZTcwODI4Nzg3Nw@@._V1_SX300.jpg|7.1|35898|tt1839492|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0
272|Running Scared|2006|R|38772|2 h 2 min|Wayne Kramer|Wayne Kramer|Paul Walker, Cameron Bright, Chazz Palminteri, Vera Farmiga|http://ia.media-imdb.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_SX300.jpg|7.4|68562|tt0404390|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
273|Rush Hour 2|2001|PG-13|37106|1 h 30 min|Brett Ratner|Ross LaManna, Jeff Nathanson|Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang|http://ia.media-imdb.com/images/M/MV5BMjExMzc0Nzk2M15BMl5BanBnXkFtZTcwMTQ1MzkxMQ@@._V1_SX300.jpg|6.4|104839|tt0266915|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0
274|S. Darko|2009|R|40046|1 h 43 min|Chris Fisher|Richard Kelly, Nathan Atkins|Daveigh Chase, Briana Evigan, James Lafferty, Ed Westwick|http://ia.media-imdb.com/images/M/MV5BMjA2NDE0ODcxN15BMl5BanBnXkFtZTcwMDAxODE0Mg@@._V1_SX300.jpg|3.7|8699|tt1231277|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|1|0|0
275|Safe House|2012|R|40949|1 h 55 min|Daniel Espinosa|David Guggenheim|Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga|http://ia.media-imdb.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg|6.8|105685|tt1599348|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
276|Salvador|1986|R|31525|2 h 2 min|Oliver Stone|Oliver Stone, Rick Boyle|James Woods, James Belushi, Michael Murphy, John Savage|http://ia.media-imdb.com/images/M/MV5BMTU1MjA3MTM4NF5BMl5BanBnXkFtZTcwMDE0NzI5NA@@._V1_SX300.jpg|7.4|11151|tt0091886|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|1|0
277|Savage Grace|2007|Not Rated|39345|1 h 37 min|Tom Kalin|Howard A. Rodman, Natalie Robins|Julianne Moore, Eddie Redmayne, Stephen Dillane, Anne Reid|http://ia.media-imdb.com/images/M/MV5BMTIyNjYwNjgwNF5BMl5BanBnXkFtZTcwMTEzNDk2MQ@@._V1_SX300.jpg|5.8|6186|tt0379976|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
278|Savages|2012|R|41096|2 h 21 min|Oliver Stone|Shane Salerno, Don Winslow|Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro|http://ia.media-imdb.com/images/M/MV5BMTk0ODIyNDAyMF5BMl5BanBnXkFtZTcwMTQ5Nzg3Nw@@._V1_SX300.jpg|6.5|63385|tt1615065|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
279|Saving Private Ryan|1998|R|36000|2 h 49 min|Steven Spielberg|Robert Rodat|Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns|http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@._V1_SX300.jpg|8.6|498511|tt0120815|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
280|Saw IV|2007|R|39381|1 h 33 min|Darren Lynn Bousman|Patrick Melton, Marcus Dunstan|Tobin Bell, Scott Patterson, Costas Mandylor, Betsy Russell|http://ia.media-imdb.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_SX300.jpg|5.8|74127|tt0890870|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|0
281|Scanners|1981|R|29600|1 h 43 min|David Cronenberg|David Cronenberg|Jennifer O'Neill, Stephen Lack, Patrick McGoohan, Lawrence Dane|http://ia.media-imdb.com/images/M/MV5BMTQ2NjM4Njc1OF5BMl5BanBnXkFtZTYwMjY0MTA5._V1_SX300.jpg|6.8|22312|tt0081455|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
282|Scary Movie 2|2001|R|37076|1 h 23 min|Keenen Ivory Wayans|Shawn Wayans, Marlon Wayans|Anna Faris, Marlon Wayans, Anthony Acker, Mark Barrett|http://ia.media-imdb.com/images/M/MV5BMTM5MTY3MDk5OF5BMl5BanBnXkFtZTcwMjc0ODQ4NA@@._V1_SX300.jpg|5|82133|tt0257106|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
283|Schindler's List|1993|R|34318|3 h 15 min|Steven Spielberg|Thomas Keneally, Steven Zaillian|Liam Neeson, Ralph Fiennes, Ben Kingsley, Caroline Goodall|http://ia.media-imdb.com/images/M/MV5BMTIxOTAxNTc4NF5BMl5BanBnXkFtZTcwOTg1NzQyMQ@@._V1_SX300.jpg|8.9|502886|tt0108052|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
284|Se7en|1995|R|34964|2 h 7 min|David Fincher|Andrew Kevin Walker|Morgan Freeman, Brad Pitt, Kevin Spacey, Gwyneth Paltrow|http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX300.jpg|8.7|577855|tt0114369|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
285|Seizure|1974|PG|N/A|1 h 34 min|Oliver Stone|Oliver Stone, Edward Mann|Jonathan Frid, Martine Beswick, Joseph Sirola, Christina Pickles|N/A|4.6|322|tt0072136|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
286|Serenity|2005|PG-13|38625|1 h 59 min|Joss Whedon|Joss Whedon|Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk|http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg|7.9|173732|tt0379786|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
287|Shark Tale|2004|PG|38261|1 h 30 min|Bibo Bergeron, Vicky Jenson|Michael J. Wilson, Rob Letterman|Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie|http://ia.media-imdb.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_SX300.jpg|5.9|86158|tt0307453|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
288|Sherlock Holmes|2009|PG-13|40172|2 h 8 min|Guy Ritchie|Michael Robert Johnson, Anthony Peckham|Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong|http://ia.media-imdb.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg|7.6|293930|tt0988045|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
289|Sherlock Holmes: A Game of Shadows|2011|PG-13|40893|2 h 9 min|Guy Ritchie|Michele Mulroney, Kieran Mulroney|Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams|http://ia.media-imdb.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg|7.4|205202|tt1515091|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
290|Showtime|2002|PG-13|37330|1 h 35 min|Tom Dey|Jorge Saralegui, Keith Sharon|Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris|http://ia.media-imdb.com/images/M/MV5BMjkwNTc3MDQ2MV5BMl5BanBnXkFtZTcwNTcxODAyMQ@@._V1_SX300.jpg|5.4|38366|tt0284490|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
291|Shutter Island|2010|R|40228|2 h 18 min|Martin Scorsese|Laeta Kalogridis, Dennis Lehane|Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley|http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX300.jpg|8|392774|tt1130884|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
292|Side Effects|2013|R|41313|1 h 46 min|Steven Soderbergh|Scott Z. Burns|Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones|http://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg|7.2|48285|tt2053463|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
293|Sideways|2004|R|38373|2 h 6 min|Alexander Payne|Rex Pickett, Alexander Payne|Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh|http://ia.media-imdb.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg|7.6|111528|tt0375063|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
294|Silk|2007|R|39346|1 h 47 min|François Girard|Alessandro Baricco, François Girard|Michael Pitt, Keira Knightley, Kôji Yakusho, Sei Ashina|http://ia.media-imdb.com/images/M/MV5BMTMxOTk4MTMxMF5BMl5BanBnXkFtZTcwODc4NjE1MQ@@._V1_SX300.jpg|5.8|7215|tt0494834|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
295|Sin City|2005|Unrated|38443|2 h 27 min|Frank Miller, Robert Rodriguez|Frank Miller|Mickey Rourke, Clive Owen, Bruce Willis, Jessica Alba|http://ia.media-imdb.com/images/M/MV5BMTI2NjUyMDUyMV5BMl5BanBnXkFtZTcwMzU0OTkyMQ@@._V1_SX300.jpg|8.2|427628|tt0401792|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
296|Slumdog Millionaire|2008|R|39836|2 h|Danny Boyle, Loveleen Tandan|Simon Beaufoy, Vikas Swarup|Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor|http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX300.jpg|8.1|387643|tt1010048|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0
297|Sniper: Reloaded|2011|R|N/A|1 h 31 min|Claudio Fäh|John Fasano, Ross Helford|Clyde Berning, Chad Michael Collins, Hlomla Dandala, Rob Fruithof|http://ia.media-imdb.com/images/M/MV5BMTY5Nzg5MTg5OF5BMl5BanBnXkFtZTcwNDg3NDM1NA@@._V1_SX300.jpg|5.1|4576|tt1571243|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0
298|Snow White and the Huntsman|2012|PG-13|41061|2 h 7 min|Rupert Sanders|Evan Daugherty, John Lee Hancock|Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin|http://ia.media-imdb.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_SX300.jpg|6.2|142900|tt1735898|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
299|Solaris|2002|PG-13|37587|1 h 39 min|Steven Soderbergh|Stanislaw Lem, Steven Soderbergh|George Clooney, Natascha McElhone, Ulrich Tukur, Viola Davis|http://ia.media-imdb.com/images/M/MV5BMTQyNzI3MzMyNF5BMl5BanBnXkFtZTYwNDAyNzk2._V1_SX300.jpg|6.1|52059|tt0307479|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|0|0
300|Someone to Watch Over Me|1987|R|32059|1 h 46 min|Ridley Scott|Howard Franklin|Tom Berenger, Mimi Rogers, Lorraine Bracco, Jerry Orbach|http://ia.media-imdb.com/images/M/MV5BNTIwMTU0NDQwM15BMl5BanBnXkFtZTYwOTU3Mjg5._V1_SX300.jpg|6|5237|tt0094008|1|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1|0|0
301|Sophie Scholl: The Final Days|2005|12|38407|2 h|Marc Rothemund|Fred Breinersdorfer|Julia Jentsch, Fabian Hinrichs, Gerald Alexander Held, Johanna Gastdorf|http://ia.media-imdb.com/images/M/MV5BMTk3OTk2NTAyMV5BMl5BanBnXkFtZTcwMzAyMDIzMQ@@._V1_SX300.jpg|7.6|16298|tt0426578|0|0|0|1|0|1|0|1|0|0|1|0|0|0|0|1|1|0
302|Space Cowboys|2000|PG-13|36742|2 h 10 min|Clint Eastwood|Ken Kaufman, Howard Klausner|Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner|http://ia.media-imdb.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_SX300.jpg|6.3|43496|tt0186566|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
303|Spider|2002|R|37512|1 h 38 min|David Cronenberg|Patrick McGrath, Patrick McGrath|Ralph Fiennes, Miranda Richardson, Gabriel Byrne, Lynn Redgrave|http://ia.media-imdb.com/images/M/MV5BMTU5MDU4NjMwMF5BMl5BanBnXkFtZTYwNTgzMTg5._V1_SX300.jpg|6.8|23213|tt0278731|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
304|Spirited Away|2001|PG|37092|2 h 5 min|Hayao Miyazaki|Hayao Miyazaki|Daveigh Chase, Suzanne Pleshette, Miyu Irino, Susan Egan|http://ia.media-imdb.com/images/M/MV5BMjYxMDcyMzIzNl5BMl5BanBnXkFtZTYwNDg2MDU3._V1_SX300.jpg|8.6|222417|tt0245429|0|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
305|Splash|1984|PG|30750|1 h 51 min|Ron Howard|Brian Grazer, Bruce Jay Friedman|Tom Hanks, Daryl Hannah, Eugene Levy, John Candy|http://ia.media-imdb.com/images/M/MV5BMTgyNjg0NzI4NF5BMl5BanBnXkFtZTcwMzE5OTQyMQ@@._V1_SX300.jpg|6.2|37488|tt0088161|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0
306|St Trinian's II: The Legend of Fritton's Gold|2009|PG|40165|1 h 46 min|Oliver Parker, Barnaby Thompson|Piers Ashworth, Nick Moorcroft|Rupert Everett, Colin Firth, David Tennant, Talulah Riley|http://ia.media-imdb.com/images/M/MV5BMTc5MzkyMzI3MV5BMl5BanBnXkFtZTcwOTI3MzcwMw@@._V1_SX300.jpg|5|3770|tt1210106|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
307|Star Trek Into Darkness|2013|PG-13|41410|2 h 12 min|J.J. Abrams|Roberto Orci, Alex Kurtzman|Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch|http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg|8.2|114682|tt1408101|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
308|Star Wars: Episode III - Revenge of the Sith|2005|PG-13|38491|2 h 20 min|George Lucas|George Lucas|Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson|http://ia.media-imdb.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg|7.7|315142|tt0121766|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
309|Stealth|2005|PG-13|38562|2 h 1 min|Rob Cohen|W.D. Richter|Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard|http://ia.media-imdb.com/images/M/MV5BNzMzNTY0NTYwOV5BMl5BanBnXkFtZTcwMTExNjgyMQ@@._V1_SX300.jpg|4.9|36083|tt0382992|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
310|Stereo|1969|12|N/A|1 h 5 min|David Cronenberg|David Cronenberg|Ronald Mlodzik, Jack Messinger, Iain Ewing, Clara Mayer|http://ia.media-imdb.com/images/M/MV5BMTc2Mjg5MjMzMl5BMl5BanBnXkFtZTcwNjgxNjUyMQ@@._V1_SX300.jpg|5.4|683|tt0065036|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
311|Stone|2010|R|40458|1 h 45 min|John Curran|Angus MacLachlan|Edward Norton, Milla Jovovich, Robert De Niro, Frances Conroy|http://ia.media-imdb.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_SX300.jpg|5.4|26710|tt1423995|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
312|Strange Days|1995|R|34985|2 h 25 min|Kathryn Bigelow|James Cameron, James Cameron|Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore|http://ia.media-imdb.com/images/M/MV5BMTIyNzExNjIxOF5BMl5BanBnXkFtZTcwOTE5NDQzMQ@@._V1_SX300.jpg|7.1|39935|tt0114558|0|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|0|0
313|Sucker Punch|2011|R|40627|1 h 50 min|Zack Snyder|Zack Snyder, Steve Shibuya|Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone|http://ia.media-imdb.com/images/M/MV5BMTM1NzMwOTUxM15BMl5BanBnXkFtZTcwMzUzNDQ1NA@@._V1_SX300.jpg|6|136699|tt0978764|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
314|Super Capers: The Origins of Ed and the Missing Bullion|2009|PG|N/A|1 h 38 min|Ray Griggs|Ray Griggs|Justin Whalin, Ray Griggs, Danielle Harris, Michael Rooker|http://ia.media-imdb.com/images/M/MV5BNDY4NzIyODE4M15BMl5BanBnXkFtZTcwMzkyMzY3MQ@@._V1_SX300.jpg|3.3|701|tt1161064|1|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0
315|Survival Island|2005|TV-MA|38842|1 h 35 min|Stewart Raffill|Stewart Raffill|Billy Zane, Kelly Brook, Juan Pablo Di Pace, Todd Collins|http://ia.media-imdb.com/images/M/MV5BMjAwOTA0MDk2OV5BMl5BanBnXkFtZTcwNDg3MzUzMQ@@._V1_SX300.jpg|4.8|5199|tt0377309|0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0
316|Talk Radio|1988|R|32498|1 h 50 min|Oliver Stone|Stephen Singular, Eric Bogosian|Eric Bogosian, Ellen Greene, Leslie Hope, John C. McGinley|http://ia.media-imdb.com/images/M/MV5BNTM0NzEwOTc2MF5BMl5BanBnXkFtZTcwMDkxNjQyMQ@@._V1_SX300.jpg|7.1|7478|tt0096219|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
317|Taxi Driver|1976|R|27798|1 h 53 min|Martin Scorsese|Paul Schrader|Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks|http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@._V1_SX300.jpg|8.5|296680|tt0075314|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
318|Terminator 2: Judgment Day|1991|R|33422|2 h 32 min|James Cameron|James Cameron, William Wisher Jr.|Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick|http://ia.media-imdb.com/images/M/MV5BMTg5NzUwMDU5NF5BMl5BanBnXkFtZTcwMjk2MDA4Mg@@._V1_SX300.jpg|8.6|442359|tt0103064|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
319|The Abyss|1989|PG-13|32729|2 h 19 min|James Cameron|James Cameron|Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester|http://ia.media-imdb.com/images/M/MV5BMTIwMDA4MTEzMF5BMl5BanBnXkFtZTcwMTcxMTU1MQ@@._V1_SX300.jpg|7.6|92745|tt0096754|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0
320|The Adventures of Tintin|2011|PG|40898|1 h 47 min|Steven Spielberg|Steven Moffat, Edgar Wright|Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg|http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg|7.4|119393|tt0983193|1|1|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
321|The Age of Innocence|1993|PG|34243|2 h 19 min|Martin Scorsese|Edith Wharton, Jay Cocks|Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas|http://ia.media-imdb.com/images/M/MV5BMTQ5NTQ4NjkyMF5BMl5BanBnXkFtZTYwNzM5MDg4._V1_SX300.jpg|7.2|25208|tt0106226|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
322|The Alamo|2004|PG-13|38086|2 h 17 min|John Lee Hancock|Leslie Bohem, Stephen Gaghan|Dennis Quaid, Billy Bob Thornton, Emilio Echevarría, Jason Patric|http://ia.media-imdb.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg|5.9|13144|tt0318974|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|1
323|The Amazing Spider-Man|2012|PG-13|41093|2 h 16 min|Marc Webb|James Vanderbilt, Alvin Sargent|Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan|http://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg|7.2|238949|tt0948470|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
324|The Animatrix|2003|PG-13|37775|1 h 42 min|Peter Chung, Andrew R. Jones|Andy Wachowski, Lana Wachowski|Clayton Watson, Akio Ôtsuka, Pamela Adlon, Hedy Burress|http://ia.media-imdb.com/images/M/MV5BMTg2MjY2MjgyOV5BMl5BanBnXkFtZTcwNjI4MDYyMQ@@._V1_SX300.jpg|7.3|44633|tt0328832|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
325|The Apartment|1960|Approved|22175|2 h 5 min|Billy Wilder|Billy Wilder, I.A.L. Diamond|Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston|http://ia.media-imdb.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@._V1_SX300.jpg|8.4|65161|tt0053604|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
326|The Assassination of Jesse James by the Coward Robert Ford|2007|R|39365|2 h 40 min|Andrew Dominik|Andrew Dominik, Ron Hansen|Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker|http://ia.media-imdb.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg|7.6|98950|tt0443680|0|0|0|1|0|1|0|1|0|0|1|0|0|0|0|0|0|1
327|The A-Team|2010|PG-13|40340|1 h 57 min|Joe Carnahan|Joe Carnahan, Brian Bloom|Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel|http://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg|6.8|142821|tt0429493|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
328|The Avengers|2012|PG-13|41033|2 h 23 min|Joss Whedon|Joss Whedon, Zak Penn|Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner|http://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX300.jpg|8.3|522060|tt0848228|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
329|The Aviator|2004|PG-13|38346|2 h 50 min|Martin Scorsese|John Logan|Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly|http://ia.media-imdb.com/images/M/MV5BMTUxMjQ5NzgyOF5BMl5BanBnXkFtZTcwNDg0ODYyMQ@@._V1_SX300.jpg|7.5|168531|tt0338751|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
